日期,憤怒,羨慕,恐懼,悲傷,希望,快樂,愛,厭惡,不滿,評分,入睡,時常,平均,社交,遊戲,娛樂,其他,氣溫,濕度,日照,空氣品質
2019/3/28,0,3,0,5,3,6,9,6,6,Happy,4,3,0,0.00 ,1.00 ,0.00 ,0.00 ,2,3,6,2
2019/3/28,0,3,2,3,3,0,0,0,3,Calm,3,3,0,0.20 ,0.80 ,0.00 ,0.00 ,2,4,6,2
2019/3/28,0,0,0,0,0,4,0,0,3,Happy,4,1,0,0.34 ,0.53 ,0.13 ,0.00 ,2,3,6,2
2019/3/29,0,0,0,1,0,0,0,0,2,Calm,4,1,3,0.00 ,0.52 ,0.48 ,0.00 ,2,3,3,2
2019/3/29,10,0,0,10,0,2,10,5,5,Depress,4,3,0,0.00 ,1.00 ,0.00 ,0.00 ,2,3,2,2
2019/3/29,0,0,6,6,0,7,8,0,3,Happy,4,1,0,0.66 ,0.34 ,0.00 ,0.00 ,2,3,3,2
2019/3/29,0,0,2,0,0,0,2,0,2,Angry,4,1,0,0.34 ,0.66 ,0.00 ,0.00 ,2,4,3,2
2019/3/29,0,0,3,0,0,2,0,0,0,Anxiety,4,1,0,0.48 ,0.28 ,0.23 ,0.00 ,2,3,3,2
2019/3/30,2,0,0,0,1,0,0,3,1,Calm,3,2,2,0.25 ,0.00 ,0.75 ,0.00 ,2,3,3,2
2019/3/30,2,0,0,0,5,7,10,0,0,Happy,4,3,0,0.56 ,0.00 ,0.44 ,0.00 ,2,3,2,2
2019/3/30,0,0,3,0,4,6,5,0,0,Happy,4,1,0,0.00 ,1.00 ,0.00 ,0.00 ,2,3,3,2
2019/3/30,0,0,0,0,2,2,2,0,0,Calm,2,1,0,0.00 ,1.00 ,0.00 ,0.00 ,2,4,3,2
2019/3/30,1,0,0,0,0,3,0,0,1,Calm,4,3,0,0.00 ,0.00 ,0.00 ,0.00 ,2,3,3,2
2019/3/31,1,0,0,1,0,1,0,3,2,Calm,4,2,2,0.00 ,0.00 ,1.00 ,0.00 ,2,3,3,3
2019/3/31,0,0,0,6,5,5,5,0,0,Calm,4,3,0,0.00 ,0.00 ,1.00 ,0.00 ,2,3,2,3
2019/3/31,0,0,6,0,4,8,5,2,2,Happy,2,2,0,0.00 ,0.83 ,0.17 ,0.00 ,2,3,3,3
2019/3/31,0,0,0,0,3,3,3,0,0,Calm,4,3,0,0.00 ,1.00 ,0.00 ,0.00 ,2,4,3,3
2019/3/31,0,0,0,0,1,4,0,0,3,Happy,4,1,0,0.35 ,0.65 ,0.00 ,0.00 ,2,3,3,3
2019/4/1,0,0,0,1,0,0,1,1,1,Calm,4,3,2,0.00 ,0.00 ,1.00 ,0.00 ,1,3,1,2
2019/4/1,2,0,0,0,0,3,0,0,0,Calm,4,1,0,0.34 ,0.00 ,0.66 ,0.00 ,1,3,2,2
2019/4/1,0,6,0,3,0,6,5,0,0,Happy,3,1,0,0.17 ,0.83 ,0.00 ,0.00 ,1,3,1,2
2019/4/1,0,0,0,0,2,3,3,0,0,Calm,4,3,0,0.57 ,0.43 ,0.00 ,0.00 ,1,4,1,2
2019/4/1,4,0,0,0,0,3,0,4,5,Angry,4,1,0,0.36 ,0.64 ,0.00 ,0.00 ,1,3,1,2
2019/4/2,0,1,0,2,0,2,0,0,0,Angry,2,3,2,0.16 ,0.00 ,0.84 ,0.00 ,2,3,1,2
2019/4/2,1,4,6,0,0,7,0,0,0,Anxiety,4,1,0,0.43 ,0.12 ,0.45 ,0.00 ,2,3,2,2
2019/4/2,3,3,0,4,7,5,3,0,0,Happy,3,3,0,0.57 ,0.25 ,0.18 ,0.00 ,2,3,1,2
2019/4/2,0,0,0,2,1,0,1,0,0,Calm,4,1,0,0.59 ,0.41 ,0.00 ,0.00 ,2,4,1,2
2019/4/2,3,0,0,1,0,4,0,7,6,Angry,1,1,0,0.00 ,0.00 ,0.00 ,0.00 ,2,3,1,2
2019/4/3,0,0,0,0,1,3,0,0,0,Calm,4,1,1,0.31 ,0.00 ,0.69 ,0.00 ,2,3,1,1
2019/4/3,0,0,0,0,0,5,2,0,0,Calm,4,2,0,0.73 ,0.27 ,0.00 ,0.00 ,2,3,2,1
2019/4/3,0,0,0,0,1,3,4,5,5,Calm,4,2,0,0.60 ,0.40 ,0.00 ,0.00 ,2,3,1,1
2019/4/3,2,1,0,3,3,4,4,0,4,Anxiety,3,1,0,0.37 ,0.20 ,0.43 ,0.00 ,2,4,1,1
2019/4/3,0,0,0,0,4,10,0,0,0,Happy,1,3,0,0.00 ,0.00 ,0.00 ,0.00 ,2,3,1,1
2019/4/4,0,2,0,2,0,0,0,2,2,Anxiety,4,2,2,0.17 ,0.00 ,0.83 ,0.00 ,2,3,5,2
2019/4/4,0,0,0,0,5,0,0,0,0,Calm,4,2,0,0.65 ,0.00 ,0.35 ,0.00 ,2,3,2,2
2019/4/4,0,0,3,0,5,4,5,2,3,Anxiety,3,1,0,0.57 ,0.00 ,0.43 ,0.00 ,2,4,5,2
2019/4/4,0,0,0,0,5,7,3,0,0,Happy,4,3,0,0.54 ,0.00 ,0.00 ,0.46 ,2,3,5,2
2019/4/5,0,0,0,1,1,2,0,0,0,Calm,4,2,2,0.59 ,0.00 ,0.41 ,0.00 ,2,3,5,2
2019/4/5,8,0,0,8,0,5,6,8,8,Anxiety,4,3,0,0.62 ,0.19 ,0.19 ,0.00 ,2,3,2,2
2019/4/5,0,5,0,0,8,8,3,0,0,Happy,4,2,0,1.00 ,0.00 ,0.00 ,0.00 ,2,3,5,2
2019/4/5,3,0,2,2,3,2,3,0,2,Anxiety,3,3,0,0.39 ,0.00 ,0.43 ,0.18 ,2,4,5,2
2019/4/5,0,0,0,4,4,8,5,1,0,Happy,1,3,0,1.00 ,0.00 ,0.00 ,0.00 ,2,3,5,2
2019/4/6,2,2,0,5,4,5,5,0,0,Happy,3,2,3,0.39 ,0.00 ,0.61 ,0.00 ,2,3,4,1
2019/4/6,0,8,0,0,8,10,7,0,0,Happy,4,1,0,1.00 ,0.00 ,0.00 ,0.00 ,2,3,2,1
2019/4/6,2,2,0,5,4,5,5,0,0,Happy,3,2,0,0.57 ,0.43 ,0.00 ,0.00 ,2,3,4,1
2019/4/6,0,0,0,0,3,2,4,0,2,Calm,4,2,0,0.53 ,0.16 ,0.00 ,0.31 ,2,4,4,1
2019/4/6,0,0,0,0,2,7,4,0,0,Happy,1,3,0,1.00 ,0.00 ,0.00 ,0.00 ,2,3,4,1
2019/4/7,0,0,0,1,0,3,1,1,1,Calm,4,2,1,0.00 ,0.00 ,1.00 ,0.00 ,2,3,4,3
2019/4/7,10,0,0,0,4,5,10,10,10,Angry,4,3,0,0.00 ,0.00 ,0.00 ,0.00 ,2,3,2,3
2019/4/7,0,0,2,0,0,0,3,0,0,Calm,3,1,0,1.00 ,0.00 ,0.00 ,0.00 ,2,4,4,3
2019/4/7,0,0,0,0,4,9,4,3,4,Happy,1,3,0,0.46 ,0.00 ,0.00 ,0.54 ,2,3,4,3
2019/4/8,0,0,0,3,0,7,0,0,2,Happy,4,1,2,0.23 ,0.00 ,0.77 ,0.00 ,2,3,5,3
2019/4/8,0,0,0,0,6,5,4,0,0,Calm,4,1,0,0.22 ,0.00 ,0.78 ,0.00 ,2,3,2,3
2019/4/8,2,0,0,0,5,9,9,0,0,Happy,3,1,0,0.23 ,0.77 ,0.00 ,0.00 ,2,3,5,3
2019/4/8,0,0,2,0,0,3,3,0,0,Angry,4,1,0,0.56 ,0.44 ,0.00 ,0.00 ,2,4,5,3
2019/4/8,0,0,0,3,0,4,3,0,0,Calm,2,1,0,0.32 ,0.55 ,0.00 ,0.13 ,2,3,5,3
2019/4/9,0,0,0,0,0,3,0,0,0,Calm,4,1,2,0.11 ,0.00 ,0.89 ,0.00 ,2,3,1,2
2019/4/9,10,0,0,10,0,0,0,10,10,Angry,4,1,0,0.89 ,0.06 ,0.05 ,0.00 ,2,3,2,2
2019/4/9,3,0,0,0,4,6,7,0,0,Happy,4,1,0,0.56 ,0.44 ,0.00 ,0.00 ,2,3,1,2
2019/4/9,3,0,1,1,0,2,2,0,5,Calm,4,1,0,0.59 ,0.41 ,0.00 ,0.00 ,2,4,1,2
2019/4/9,3,0,0,4,2,5,0,7,2,Angry,2,2,0,0.43 ,0.46 ,0.11 ,0.00 ,2,3,1,2
2019/4/10,0,0,0,0,0,1,1,3,1,Calm,4,3,2,0.34 ,0.52 ,0.14 ,0.00 ,2,3,5,1
2019/4/10,10,1,0,7,2,2,0,10,10,Anxiety,4,1,0,0.00 ,0.00 ,0.00 ,0.00 ,2,3,2,1
2019/4/10,0,0,0,0,2,0,2,0,0,Calm,4,2,0,0.44 ,0.56 ,0.00 ,0.00 ,2,4,5,1
2019/4/10,3,0,0,4,2,6,0,1,3,Happy,3,1,0,0.31 ,0.59 ,0.09 ,0.00 ,2,3,5,1
2019/4/11,0,0,0,1,0,0,1,1,1,Calm,4,3,3,0.00 ,0.00 ,1.00 ,0.00 ,2,3,2,1
2019/4/11,0,0,0,0,0,0,0,0,0,Calm,4,1,0,0.61 ,0.00 ,0.39 ,0.00 ,2,3,2,1
2019/4/11,0,2,0,0,4,5,5,3,0,Calm,4,1,0,0.73 ,0.27 ,0.00 ,0.00 ,2,3,2,1
2019/4/11,0,0,3,0,0,2,0,0,2,Calm,3,2,0,0.49 ,0.51 ,0.00 ,0.00 ,2,4,2,1
2019/4/11,1,0,0,2,0,0,0,3,4,Angry,4,1,0,0.35 ,0.65 ,0.00 ,0.00 ,2,3,2,1
2019/4/12,0,0,0,0,0,1,0,3,3,Calm,4,3,1,0.00 ,0.51 ,0.49 ,0.00 ,2,3,0,2
2019/4/12,0,0,7,0,0,5,7,0,0,Happy,4,1,0,1.00 ,0.00 ,0.00 ,0.00 ,2,3,2,2
2019/4/12,0,0,3,0,5,7,6,0,0,Happy,4,1,0,0.00 ,1.00 ,0.00 ,0.00 ,2,3,0,2
2019/4/12,3,0,1,0,0,2,1,0,3,Calm,4,3,0,0.00 ,1.00 ,0.00 ,0.00 ,2,4,0,2
2019/4/12,2,0,0,1,0,3,0,2,3,Calm,4,1,0,0.13 ,0.87 ,0.00 ,0.00 ,2,3,0,2
2019/4/13,0,0,0,0,0,0,0,1,1,Calm,4,1,3,0.39 ,0.00 ,0.61 ,0.00 ,2,3,2,1
2019/4/13,7,0,0,0,0,0,0,6,6,Angry,4,2,0,0.00 ,0.00 ,0.00 ,0.00 ,2,3,2,1
2019/4/13,2,2,0,3,5,7,7,0,0,Happy,4,1,0,0.18 ,0.82 ,0.00 ,0.00 ,2,3,2,1
2019/4/13,0,0,2,0,0,1,4,0,0,Angry,4,1,0,0.33 ,0.67 ,0.00 ,0.00 ,2,4,2,1
2019/4/13,4,0,0,6,2,7,0,1,5,Calm,3,3,0,0.07 ,0.83 ,0.10 ,0.00 ,2,3,2,1
2019/4/14,0,0,0,1,0,2,0,1,1,Calm,4,1,1,0.21 ,0.35 ,0.44 ,0.00 ,2,3,4,2
2019/4/14,0,0,8,7,0,0,5,10,10,Anxiety,4,1,0,0.81 ,0.19 ,0.00 ,0.00 ,2,3,2,2
2019/4/14,3,5,0,4,0,3,4,7,6,Anxiety,4,1,0,0.35 ,0.65 ,0.00 ,0.00 ,2,3,4,2
2019/4/14,0,2,0,0,2,0,0,0,0,Angry,3,2,0,0.44 ,0.56 ,0.00 ,0.00 ,2,4,4,2
2019/4/14,0,0,4,0,0,4,0,0,0,Anxiety,4,1,0,0.63 ,0.37 ,0.00 ,0.00 ,2,3,4,2
2019/4/15,0,1,0,2,0,1,0,2,3,Calm,4,3,2,0.00 ,0.00 ,1.00 ,0.00 ,2,3,2,2
2019/4/15,0,0,2,0,0,7,5,0,0,Calm,4,1,0,0.88 ,0.00 ,0.00 ,0.12 ,2,3,2,2
2019/4/15,3,5,3,0,4,2,0,2,4,Anxiety,4,1,0,0.21 ,0.55 ,0.24 ,0.00 ,2,3,2,2
2019/4/15,3,5,3,0,4,2,0,2,4,Anxiety,4,3,0,0.40 ,0.60 ,0.00 ,0.00 ,2,4,2,2
2019/4/15,0,0,6,10,0,0,0,10,0,Depress,3,2,0,0.29 ,0.56 ,0.15 ,0.00 ,2,3,2,2
2019/4/16,0,0,0,0,0,2,0,0,0,Calm,4,1,3,0.00 ,1.00 ,0.00 ,0.00 ,2,3,1,1
2019/4/16,0,0,0,10,0,0,0,0,0,Depress,4,1,0,0.79 ,0.11 ,0.10 ,0.00 ,2,3,2,1
2019/4/16,0,0,10,10,0,2,0,4,4,Depress,4,1,0,0.41 ,0.47 ,0.12 ,0.00 ,2,3,1,1
2019/4/17,0,0,0,4,0,0,0,1,1,Calm,0,0,1,0.00 ,0.66 ,0.34 ,0.00 ,2,3,5,2
2019/4/17,1,5,4,5,3,6,7,1,1,Calm,4,1,0,0.30 ,0.70 ,0.00 ,0.00 ,2,3,5,2
2019/4/17,0,0,2,0,1,4,0,0,0,Calm,4,1,0,1.00 ,0.00 ,0.00 ,0.00 ,2,4,5,2
2019/4/17,0,0,10,10,0,0,0,4,0,Depress,4,3,0,0.31 ,0.31 ,0.38 ,0.00 ,2,3,5,2
2019/4/18,0,0,0,1,0,3,0,0,0,Happy,2,0,2,0.00 ,0.52 ,0.48 ,0.00 ,2,3,5,4
2019/4/18,0,0,0,3,0,0,0,0,2,Depress,3,2,0,0.44 ,0.56 ,0.00 ,0.00 ,2,3,5,4
2019/4/19,0,0,0,0,2,0,0,0,0,Calm,4,3,2,0.00 ,0.00 ,0.00 ,0.00 ,2,3,2,2
2019/4/19,2,2,0,0,2,1,0,0,0,Angry,4,1,0,0.00 ,1.00 ,0.00 ,0.00 ,2,4,2,2
2019/4/19,0,0,0,0,0,0,0,0,3,Calm,2,2,0,0.25 ,0.63 ,0.12 ,0.00 ,2,3,2,2
2019/4/20,0,0,0,0,0,2,0,2,3,Calm,4,3,3,0.00 ,0.65 ,0.35 ,0.00 ,2,3,4,2
2019/4/20,0,0,0,0,3,3,0,0,0,Calm,4,1,0,0.00 ,0.00 ,0.00 ,0.00 ,2,4,4,2
2019/4/20,0,0,0,0,0,2,0,0,0,Calm,4,3,0,0.20 ,0.80 ,0.00 ,0.00 ,2,3,4,2
2019/4/21,0,0,0,2,0,1,0,2,2,Calm,0,0,1,0.00 ,0.00 ,1.00 ,0.00 ,2,3,3,1
2019/4/21,0,0,0,0,0,2,3,0,0,Calm,4,3,0,0.72 ,0.00 ,0.28 ,0.00 ,2,4,3,1
2019/4/21,0,0,0,0,0,4,0,0,0,Happy,3,3,0,0.13 ,0.50 ,0.37 ,0.00 ,2,3,3,1
2019/4/30,0,0,1,3,0,0,2,1,1,Calm,4,1,0,0.00 ,0.63 ,0.37 ,0.00 ,0,3,4,2
2019/4/30,3,3,5,0,8,7,8,0,0,Happy,4,1,0,0.34 ,0.66 ,0.00 ,0.00 ,0,3,4,2
2019/4/30,0,0,3,3,3,5,3,3,0,Calm,4,1,0,0.40 ,0.34 ,0.26 ,0.00 ,0,4,4,2
2019/4/30,0,0,0,0,0,2,0,0,0,Calm,3,3,0,0.51 ,0.49 ,0.00 ,0.00 ,0,3,4,2
2019/5/1,0,0,0,2,0,1,2,0,0,Calm,4,1,3,0.10 ,0.25 ,0.65 ,0.00 ,2,3,1,1
2019/5/1,0,0,0,0,5,8,8,0,0,Happy,2,3,0,0.00 ,1.00 ,0.00 ,0.00 ,2,3,1,1
2019/5/1,0,10,0,3,0,0,1,0,0,Angry,4,1,0,1.00 ,0.00 ,0.00 ,0.00 ,2,4,1,1
2019/5/1,0,0,5,3,10,10,0,0,0,Angry,4,2,0,0.44 ,0.56 ,0.00 ,0.00 ,2,3,1,1
2019/5/2,0,0,0,4,0,2,0,0,0,Depress,4,2,2,0.00 ,0.34 ,0.66 ,0.00 ,2,3,1,2
2019/5/2,7,5,0,10,0,0,0,10,0,Anxiety,4,2,0,0.56 ,0.21 ,0.00 ,0.23 ,2,3,2,2
2019/5/2,0,0,0,0,3,5,8,3,0,Happy,3,2,0,0.32 ,0.38 ,0.30 ,0.00 ,2,3,1,2
2019/5/2,0,0,1,1,1,0,1,0,0,Calm,4,2,0,1.00 ,0.00 ,0.00 ,0.00 ,2,4,1,2
2019/5/2,0,0,0,0,0,0,0,0,4,Calm,3,1,0,0.15 ,0.61 ,0.24 ,0.00 ,2,3,1,2
2019/5/3,0,0,0,4,0,3,2,0,0,Depress,4,2,3,0.19 ,0.00 ,0.81 ,0.00 ,2,2,5,2
2019/5/3,0,0,2,2,0,0,0,0,2,Calm,4,1,0,0.73 ,0.00 ,0.28 ,0.00 ,2,2,5,2
2019/5/3,0,0,0,0,0,7,0,4,0,Calm,4,1,0,0.27 ,0.73 ,0.00 ,0.00 ,2,2,5,2
2019/5/4,0,0,0,2,0,2,2,0,0,Calm,4,2,1,0.21 ,0.15 ,0.64 ,0.00 ,2,2,1,2
2019/5/4,1,0,1,0,0,10,10,0,0,Happy,4,2,0,0.00 ,0.00 ,0.00 ,0.00 ,2,2,2,2
2019/5/4,0,0,0,2,0,2,2,0,0,Calm,4,3,0,0.00 ,0.71 ,0.29 ,0.00 ,2,2,1,2
2019/5/4,0,0,2,2,0,0,0,0,3,Angry,3,2,0,0.69 ,0.31 ,0.00 ,0.00 ,2,2,1,2
2019/5/4,0,0,0,3,3,10,7,3,4,Happy,4,1,0,0.46 ,0.54 ,0.00 ,0.00 ,2,2,1,2
2019/5/5,0,0,0,2,0,3,1,0,2,Calm,0,0,1,0.00 ,0.00 ,0.00 ,0.00 ,0,2,5,2
2019/5/5,0,0,0,0,5,5,6,0,0,Calm,4,1,0,0.00 ,0.00 ,0.00 ,0.00 ,0,2,2,2
2019/5/5,0,0,0,0,3,1,1,2,0,Calm,0,0,0,0.53 ,0.47 ,0.00 ,0.00 ,0,2,5,2
2019/5/5,0,0,0,4,1,10,0,3,0,Angry,4,1,0,1.00 ,0.00 ,0.00 ,0.00 ,0,2,5,2
2019/5/6,0,0,0,1,0,2,0,2,1,Calm,0,0,0,0.64 ,0.00 ,0.36 ,0.00 ,2,3,1,1
2019/5/6,0,0,4,0,0,7,6,0,2,Happy,4,1,0,0.00 ,0.00 ,0.00 ,0.00 ,2,3,2,1
2019/5/6,0,0,2,0,1,1,0,0,0,Angry,4,1,0,0.60 ,0.40 ,0.00 ,0.00 ,2,4,1,1
2019/5/7,0,0,0,4,0,3,1,0,2,Depress,4,2,3,0.21 ,0.37 ,0.42 ,0.00 ,2,3,1,2
2019/5/7,0,0,0,0,0,0,5,0,0,Calm,4,2,0,1.00 ,0.00 ,0.00 ,0.00 ,2,3,2,2
2019/5/7,0,0,4,3,2,5,8,0,0,Happy,4,2,0,0.21 ,0.37 ,0.42 ,0.00 ,2,3,1,2
2019/5/7,0,0,3,3,5,2,5,0,0,Angry,4,1,0,0.71 ,0.18 ,0.11 ,0.00 ,2,4,1,2
2019/5/8,0,0,0,5,0,3,1,1,3,Depress,4,2,1,0.25 ,0.47 ,0.28 ,0.00 ,2,3,1,2
2019/5/8,0,0,5,0,0,1,2,0,0,Calm,4,1,0,0.52 ,0.48 ,0.00 ,0.00 ,2,3,2,2
2019/5/8,0,0,0,3,3,3,6,0,0,Calm,3,2,0,0.00 ,0.67 ,0.33 ,0.00 ,2,3,1,2
2019/5/8,0,0,0,2,0,3,0,0,1,Calm,4,1,0,0.69 ,0.31 ,0.00 ,0.00 ,2,4,1,2
2019/5/8,0,0,0,0,0,0,0,0,0,Calm,3,3,0,0.20 ,0.55 ,0.25 ,0.00 ,2,3,1,2
2019/5/9,0,0,0,0,0,3,1,2,3,Calm,4,1,2,0.28 ,0.37 ,0.35 ,0.00 ,2,3,1,1
2019/5/9,0,0,4,0,5,7,7,0,0,Happy,4,1,0,0.33 ,0.67 ,0.00 ,0.00 ,2,3,1,1
2019/5/9,0,2,3,3,3,2,0,0,0,Anxiety,4,1,0,0.72 ,0.28 ,0.00 ,0.00 ,2,4,1,1
2019/5/10,0,0,0,1,0,2,1,0,2,Angry,4,2,2,0.52 ,0.00 ,0.48 ,0.00 ,2,3,3,1
2019/5/10,6,7,0,6,0,3,5,4,5,Anxiety,0,0,0,0.31 ,0.69 ,0.00 ,0.00 ,2,3,3,1
2019/5/10,2,0,3,3,3,2,0,0,3,Anxiety,4,1,0,0.46 ,0.35 ,0.19 ,0.00 ,2,4,3,1
2019/5/10,0,0,0,0,1,0,0,7,8,Angry,3,2,0,0.36 ,0.64 ,0.00 ,0.00 ,2,3,3,1
2019/5/11,0,0,0,0,0,3,1,0,2,Calm,4,2,2,0.52 ,0.00 ,0.48 ,0.00 ,2,3,4,1
2019/5/11,0,0,5,4,0,0,3,5,2,Anxiety,4,1,0,0.78 ,0.00 ,0.22 ,0.00 ,2,4,4,1
2019/5/12,2,2,1,1,0,0,0,2,2,Depress,4,2,2,0.39 ,0.00 ,0.61 ,0.00 ,3,3,5,1
2019/5/12,10,0,0,0,0,10,10,10,10,Happy,4,1,0,0.00 ,0.00 ,0.00 ,0.00 ,3,3,2,1
2019/5/12,5,3,0,3,0,4,6,5,5,Anxiety,4,2,0,0.00 ,0.00 ,1.00 ,0.00 ,3,3,5,1
2019/5/12,3,0,6,3,3,3,5,0,3,Anxiety,4,1,0,0.41 ,0.59 ,0.00 ,0.00 ,3,4,5,1
2019/5/12,0,0,0,0,3,5,0,0,0,Happy,4,2,0,0.00 ,0.82 ,0.18 ,0.00 ,3,3,5,1
2019/5/13,0,0,0,0,0,2,0,2,2,Calm,0,0,1,0.07 ,0.93 ,0.00 ,0.00 ,3,3,5,2
2019/5/13,10,0,2,0,0,0,0,10,10,Angry,4,2,0,0.00 ,0.00 ,0.00 ,0.00 ,3,3,2,2
2019/5/13,4,3,0,0,4,8,8,6,4,Calm,4,1,0,0.48 ,0.00 ,0.52 ,0.00 ,3,3,5,2
2019/5/13,0,1,0,2,0,2,0,0,2,Calm,4,1,0,0.59 ,0.41 ,0.00 ,0.00 ,3,4,5,2
2019/5/14,1,0,0,2,0,2,1,3,4,Calm,4,2,3,0.00 ,0.71 ,0.29 ,0.00 ,0,3,3,2
2019/5/14,1,0,0,0,0,0,0,10,10,Angry,4,1,0,0.00 ,0.00 ,0.00 ,0.00 ,0,3,2,2
2019/5/14,0,0,2,0,0,0,0,3,0,Calm,4,1,0,0.73 ,0.27 ,0.00 ,0.00 ,0,4,3,2
2019/5/15,0,2,2,5,0,0,0,1,3,Anxiety,4,2,1,0.00 ,0.41 ,0.59 ,0.00 ,3,3,5,2
2019/5/15,0,0,0,0,0,10,0,0,0,Happy,4,3,0,0.00 ,0.00 ,0.00 ,0.00 ,3,3,1,2
2019/5/15,0,3,0,2,3,4,4,2,0,Calm,4,2,0,0.00 ,0.00 ,1.00 ,0.00 ,3,3,5,2
2019/5/15,0,2,0,1,1,0,0,0,3,Calm,4,1,0,0.00 ,1.00 ,0.00 ,0.00 ,3,4,5,2
2019/5/16,0,2,1,1,0,3,0,0,1,Happy,2,2,2,0.00 ,0.26 ,0.50 ,0.24 ,3,3,2,1
2019/5/16,0,0,0,5,6,5,0,0,0,Calm,4,2,0,0.00 ,0.00 ,0.00 ,0.00 ,3,3,2,1
2019/5/16,0,0,3,0,4,3,3,0,0,Calm,4,1,0,0.70 ,0.30 ,0.00 ,0.00 ,3,4,2,1
2019/5/17,2,1,2,5,2,0,0,0,3,Depress,4,3,3,0.00 ,0.15 ,0.85 ,0.00 ,0,3,2,1
2019/5/17,0,0,3,0,2,5,0,0,3,Calm,4,1,0,0.82 ,0.18 ,0.00 ,0.00 ,0,4,2,1
2019/5/18,0,0,0,3,0,0,0,2,3,Calm,4,2,1,0.00 ,0.44 ,0.56 ,0.00 ,3,3,3,1
2019/5/18,0,0,0,0,6,5,8,0,0,Happy,4,1,0,0.00 ,0.00 ,0.00 ,0.00 ,3,3,2,1
2019/5/18,0,2,0,0,6,6,6,0,0,Happy,4,3,0,0.32 ,0.00 ,0.68 ,0.00 ,3,3,3,1
2019/5/18,7,0,2,3,0,0,0,0,5,Angry,4,1,0,0.35 ,0.52 ,0.13 ,0.00 ,3,4,3,1
2019/5/19,0,0,0,1,0,0,0,0,2,Calm,4,1,3,0.00 ,0.52 ,0.48 ,0.00 ,3,3,4,1
2019/5/19,0,0,0,0,0,10,10,0,0,Happy,4,2,0,0.37 ,0.12 ,0.51 ,0.00 ,3,3,2,1
2019/5/19,4,5,0,5,0,2,3,0,5,Calm,4,2,0,0.16 ,0.30 ,0.54 ,0.00 ,3,3,4,1
2019/5/20,2,0,0,0,1,0,0,3,1,Calm,3,2,1,0.29 ,0.00 ,0.71 ,0.00 ,2,3,1,2
2019/5/20,4,0,0,0,0,2,0,0,5,Angry,4,3,0,0.00 ,0.00 ,0.00 ,0.00 ,2,3,2,2
2019/5/20,0,0,0,3,0,0,0,0,2,Calm,4,2,0,0.72 ,0.28 ,0.00 ,0.00 ,2,4,1,2
2019/5/21,1,0,0,1,0,2,0,3,2,Calm,4,2,3,0.00 ,0.00 ,1.00 ,0.00 ,2,2,3,3
2019/5/21,1,0,0,0,5,5,0,0,0,Happy,4,1,3,0.00 ,0.00 ,0.00 ,0.00 ,2,2,2,3
2019/5/21,0,0,0,0,3,3,0,0,0,Angry,4,1,3,0.60 ,0.25 ,0.15 ,0.00 ,2,2,3,3
2019/5/22,0,0,0,1,0,3,1,1,1,Calm,4,2,2,0.16 ,0.00 ,0.84 ,0.00 ,2,2,0,1
2019/5/22,0,0,0,0,0,4,0,0,0,Calm,4,1,2,0.00 ,0.00 ,0.00 ,0.00 ,2,2,2,1
2019/5/22,0,0,4,3,3,8,8,0,0,Happy,4,1,0,0.00 ,1.00 ,0.00 ,0.00 ,2,2,0,1
2019/5/22,0,0,2,1,0,3,0,0,1,Calm,4,1,2,0.70 ,0.30 ,0.00 ,0.00 ,2,2,0,1
2019/5/23,0,0,0,3,0,7,0,0,2,Happy,0,0,3,0.68 ,0.00 ,0.32 ,0.00 ,2,3,3,2
2019/5/23,0,0,0,0,0,3,0,0,0,Happy,4,3,2,0.63 ,0.18 ,0.18 ,0.00 ,2,3,2,2
2019/5/23,0,3,0,0,0,4,5,0,0,Happy,4,2,3,0.00 ,1.00 ,0.00 ,0.00 ,2,3,3,2
2019/5/23,0,0,3,1,0,2,0,0,0,Calm,4,2,2,0.38 ,0.51 ,0.11 ,0.00 ,2,4,3,2
2019/5/23,0,0,0,0,0,0,0,3,0,Calm,3,3,0,0.44 ,0.41 ,0.16 ,0.00 ,2,3,3,2
2019/5/24,0,0,0,0,0,3,0,0,0,Calm,4,1,1,0.11 ,0.00 ,0.89 ,0.00 ,3,2,5,2
2019/5/24,0,5,0,10,0,10,10,0,1,Happy,4,1,3,0.00 ,0.00 ,0.00 ,0.00 ,3,2,2,2
2019/5/24,0,2,0,3,0,0,0,0,2,Calm,4,1,2,0.44 ,0.56 ,0.00 ,0.00 ,3,2,5,2
2019/5/24,7,0,0,3,0,0,6,10,10,Angry,3,2,0,0.46 ,0.20 ,0.34 ,0.00 ,3,2,5,2
2019/5/25,0,0,0,0,0,1,0,3,3,Calm,4,3,2,0.00 ,0.51 ,0.49 ,0.00 ,3,2,5,1
2019/5/25,0,0,0,0,0,10,10,0,0,Happy,4,1,1,0.64 ,0.00 ,0.13 ,0.23 ,3,2,2,1
2019/5/25,0,3,4,2,0,5,2,3,0,Calm,4,2,3,0.49 ,0.00 ,0.51 ,0.00 ,3,2,5,1
2019/5/25,0,10,0,0,2,3,6,0,0,Happy,4,2,2,0.19 ,0.69 ,0.12 ,0.00 ,3,2,5,1
2019/5/25,6,0,0,1,0,3,0,4,5,Angry,3,3,3,0.30 ,0.52 ,0.18 ,0.00 ,3,2,5,1
2019/5/26,0,0,0,0,0,0,0,1,1,Calm,4,1,2,0.39 ,0.00 ,0.61 ,0.00 ,3,3,5,2
